source,ingredient_id,token_id,token,label
gk,4504,0,3,QUANTITY
gk,4504,1,slices,UNIT
gk,4504,2,best,O
gk,4504,3,quality,O
gk,4504,4,deli,NAME
gk,4504,5,turkey,NAME
gk,4504,6,breast,NAME
gk,4504,7,-LRB-,O
gk,4504,8,real,O
gk,4504,9,breast,O
gk,4504,10,-RRB-,O
gk,4505,0,salt,NAME
gk,4505,1,&,O
gk,4505,2,fresh,DF
gk,4505,3,ground,STATE
gk,4505,4,pepper,NAME
gk,4505,5,-LRB-,O
gk,4505,6,to,O
gk,4505,7,taste,O
gk,4505,8,-RRB-,O
gk,4506,0,fresh,DF
gk,4506,1,ground,STATE
gk,4506,2,black,NAME
gk,4506,3,pepper,NAME
gk,4506,4,-LRB-,O
gk,4506,5,to,O
gk,4506,6,taste,O
gk,4506,7,-RRB-,O
gk,4507,0,4,QUANTITY
gk,4507,1,russet,NAME
gk,4507,2,potatoes,NAME
gk,4507,3,",",O
gk,4507,4,preferably,O
gk,4507,5,idaho,O
gk,4508,0,chopped,STATE
gk,4508,1,fresh,DF
gk,4508,2,cilantro,NAME
gk,4508,3,-LRB-,O
gk,4508,4,to,O
gk,4508,5,garnish,O
gk,4508,6,-RRB-,O
gk,4509,0,1,QUANTITY
gk,4509,1,firm-ripe,STATE
gk,4509,2,avocado,NAME
gk,4509,3,-LRB-,O
gk,4509,4,about,O
gk,4509,5,8,QUANTITY
gk,4509,6,oz,UNIT
gk,4509,7,.,O
gk,4509,8,-RRB-,O
gk,4510,0,1/2,QUANTITY
gk,4510,1,teaspoon,UNIT
gk,4510,2,cinnamon,NAME
gk,4510,3,-LRB-,O
gk,4510,4,or,O
gk,4510,5,more,O
gk,4510,6,-RRB-,O
gk,4511,0,2,QUANTITY
gk,4511,1,tablespoons,UNIT
gk,4511,2,dukkah,NAME
gk,4512,0,honey,NAME
gk,4513,0,oregano,NAME
gk,4513,1,-LRB-,O
gk,4513,2,to,O
gk,4513,3,taste,O
gk,4513,4,-RRB-,O
gk,4514,0,1/4,QUANTITY
gk,4514,1,cup,UNIT
gk,4514,2,vegemite,NAME
gk,4514,3,-LRB-,O
gk,4514,4,yeast,O
gk,4514,5,extract,O
gk,4514,6,-RRB-,O
gk,4515,0,paprika,NAME
gk,4516,0,1,QUANTITY
gk,4516,1,tablespoon,UNIT
gk,4516,2,mexican,NAME
gk,4516,3,caramel,NAME
gk,4516,4,sauce,NAME
gk,4516,5,-LRB-,O
gk,4516,6,cajeta,O
gk,4516,7,-RRB-,O
gk,4517,0,1,QUANTITY
gk,4517,1,large,SIZE
gk,4517,2,potato,NAME
gk,4517,3,-LRB-,O
gk,4517,4,boiled,O
gk,4517,5,-RRB-,O
gk,4518,0,1/2,QUANTITY
gk,4518,1,cup,UNIT
gk,4518,2,rice,NAME
gk,4518,3,vinegar,NAME
gk,4518,4,-LRB-,O
gk,4518,5,to,O
gk,4518,6,taste,O
gk,4518,7,-RRB-,O
gk,4518,8,or,O
gk,4518,9,1/2,O
gk,4518,10,cup,O
gk,4518,11,white,O
gk,4518,12,vinegar,O
gk,4518,13,-LRB-,O
gk,4518,14,to,O
gk,4518,15,taste,O
gk,4518,16,-RRB-,O
gk,4519,0,1,QUANTITY
gk,4519,1,teaspoon,UNIT
gk,4519,2,salt,NAME
gk,4519,3,-LRB-,O
gk,4519,4,to,O
gk,4519,5,taste,O
gk,4519,6,-RRB-,O
gk,4520,0,1/4,QUANTITY
gk,4520,1,teaspoon,UNIT
gk,4520,2,hot,TEMP
gk,4520,3,chili,NAME
gk,4520,4,paste,NAME
gk,4520,5,-LRB-,O
gk,4520,6,option,O
gk,4520,7,-RRB-,O
gk,4521,0,1,QUANTITY
gk,4521,1,cup,UNIT
gk,4521,2,sugar,NAME
gk,4521,3,-LRB-,O
gk,4521,4,can,O
gk,4521,5,use,O
gk,4521,6,less,O
gk,4521,7,-RRB-,O
gk,4522,0,1/2,QUANTITY
gk,4522,1,teaspoon,UNIT
gk,4522,2,salt,NAME
gk,4522,3,-LRB-,O
gk,4522,4,to,O
gk,4522,5,taste,O
gk,4522,6,-RRB-,O
gk,4523,0,2,QUANTITY
gk,4523,1,tablespoons,UNIT
gk,4523,2,sherry,NAME
gk,4523,3,wine,NAME
gk,4523,4,vinegar,NAME
gk,4523,5,-LRB-,O
gk,4523,6,to,O
gk,4523,7,taste,O
gk,4523,8,-RRB-,O
gk,4524,0,1,QUANTITY
gk,4524,1,tablespoon,UNIT
gk,4524,2,black,NAME
gk,4524,3,pepper,NAME
gk,4524,4,-LRB-,O
gk,4524,5,fresh,O
gk,4524,6,ground,O
gk,4524,7,-RRB-,O
gk,4525,0,1/4,QUANTITY
gk,4525,1,cup,UNIT
gk,4525,2,red,NAME
gk,4525,3,wine,NAME
gk,4525,4,vinegar,NAME
gk,4525,5,-LRB-,O
gk,4525,6,to,O
gk,4525,7,taste,O
gk,4525,8,-RRB-,O
gk,4526,0,4,QUANTITY
gk,4526,1,ounces,UNIT
gk,4526,2,romano,NAME
gk,4526,3,cheese,NAME
gk,4526,4,-LRB-,O
gk,4526,5,half,O
gk,4526,6,cut,O
gk,4526,7,into,O
gk,4526,8,1/4,O
gk,4526,9,dice,O
gk,4526,10,",",O
gk,4526,11,half,O
gk,4526,12,finely,O
gk,4526,13,grated,O
gk,4526,14,-RRB-,O
gk,4527,0,cilantro,NAME
gk,4527,1,-LRB-,O
gk,4527,2,optional,O
gk,4527,3,-RRB-,O
gk,4528,0,2,QUANTITY
gk,4528,1,tablespoons,UNIT
gk,4528,2,cilantro,NAME
gk,4529,0,2,QUANTITY
gk,4529,1,parsley,NAME
gk,4529,2,sprigs,UNIT
gk,4529,3,-LRB-,O
gk,4529,4,to,O
gk,4529,5,garnish,O
gk,4529,6,-RRB-,O
gk,4530,0,1/2,QUANTITY
gk,4530,1,teaspoon,UNIT
gk,4530,2,kosher,NAME
gk,4530,3,salt,NAME
gk,4530,4,-LRB-,O
gk,4530,5,to,O
gk,4530,6,taste,O
gk,4530,7,-RRB-,O
gk,4531,0,2,QUANTITY
gk,4531,1,teaspoons,UNIT
gk,4531,2,amchur,NAME
gk,4532,0,1,QUANTITY
gk,4532,1,package,UNIT
gk,4532,2,tempeh,NAME
gk,4533,0,2,QUANTITY
gk,4533,1,tablespoons,UNIT
gk,4533,2,sesame,NAME
gk,4533,3,oil,NAME
gk,4533,4,-LRB-,O
gk,4533,5,may,O
gk,4533,6,sub,O
gk,4533,7,with,O
gk,4533,8,peanut,O
gk,4533,9,oil,O
gk,4533,10,-RRB-,O
gk,4534,0,1/2,QUANTITY
gk,4534,1,lemon,NAME
gk,4534,2,-LRB-,O
gk,4534,3,juice,NAME
gk,4534,4,of,O
gk,4534,5,-RRB-,O
gk,4535,0,3,QUANTITY
gk,4535,1,cups,UNIT
gk,4535,2,dashi,NAME
gk,4536,0,2 1/2,QUANTITY
gk,4536,1,cups,UNIT
gk,4536,2,red,NAME
gk,4536,3,wine,NAME
gk,4536,4,-LRB-,O
gk,4536,5,claret,O
gk,4536,6,-RRB-,O
gk,4537,0,1/3,QUANTITY
gk,4537,1,cup,UNIT
gk,4537,2,rice,NAME
gk,4537,3,wine,NAME
gk,4537,4,-LRB-,O
gk,4537,5,mirin,NAME
gk,4537,6,-RRB-,O
gk,4538,0,1,QUANTITY
gk,4538,1,lb,UNIT
gk,4538,2,broccoli,NAME
gk,4538,3,",",O
gk,4538,4,cooked,STATE
gk,4538,5,or,O
gk,4538,6,1,QUANTITY
gk,4538,7,lb,UNIT
gk,4538,8,lettuce,NAME
gk,4538,9,-LRB-,O
gk,4538,10,see,O
gk,4538,11,note,O
gk,4538,12,-RRB-,O
gk,4539,0,cilantro,NAME
gk,4540,0,fresh,DF
gk,4540,1,cilantro,NAME
gk,4540,2,-LRB-,O
gk,4540,3,to,O
gk,4540,4,garnish,O
gk,4540,5,-RRB-,O
gk,4541,0,2-4,QUANTITY
gk,4541,1,tablespoons,UNIT
gk,4541,2,brown,NAME
gk,4541,3,sugar,NAME
gk,4541,4,-LRB-,O
gk,4541,5,or,O
gk,4541,6,white,O
gk,4541,7,-RRB-,O
gk,4542,0,feta,NAME
gk,4542,1,cheese,NAME
gk,4542,2,-LRB-,O
gk,4542,3,to,O
gk,4542,4,garnish,O
gk,4542,5,-RRB-,O
gk,4543,0,1,QUANTITY
gk,4543,1,tablespoon,UNIT
gk,4543,2,salt,NAME
gk,4543,3,-LRB-,O
gk,4543,4,to,O
gk,4543,5,taste,O
gk,4543,6,-RRB-,O
gk,4544,0,30,QUANTITY
gk,4544,1,g,UNIT
gk,4544,2,lard,NAME
gk,4544,3,-LRB-,O
gk,4544,4,or,O
gk,4544,5,oil,O
gk,4544,6,-RRB-,O
gk,4545,0,pineapple,NAME
gk,4545,1,-LRB-,O
gk,4545,2,to,O
gk,4545,3,garnish,O
gk,4545,4,-RRB-,O
gk,4546,0,1/2,QUANTITY
gk,4546,1,lb,UNIT
gk,4546,2,ground,STATE
gk,4546,3,veal,NAME
gk,4547,0,4,QUANTITY
gk,4547,1,pita,NAME
gk,4547,2,bread,NAME
gk,4547,3,-LRB-,O
gk,4547,4,to,O
gk,4547,5,serve,O
gk,4547,6,-RRB-,O
gk,4548,0,12,QUANTITY
gk,4548,1,scotch,NAME
gk,4548,2,bonnet,NAME
gk,4548,3,peppers,NAME
gk,4548,4,or,O
gk,4548,5,12,O
gk,4548,6,habanero,O
gk,4548,7,peppers,O
gk,4548,8,",",O
gk,4548,9,6,O
gk,4548,10,halved,O
gk,4549,0,2,QUANTITY
gk,4549,1,teaspoons,UNIT
gk,4549,2,oregano,NAME
gk,4550,0,1,QUANTITY
gk,4550,1,small,SIZE
gk,4550,2,red,NAME
gk,4550,3,onion,NAME
gk,4550,4,-LRB-,O
gk,4550,5,",",O
gk,4550,6,chopped,STATE
gk,4550,7,-RRB-,O
gk,4551,0,12,QUANTITY
gk,4551,1,ounces,UNIT
gk,4551,2,stout,NAME
gk,4551,3,beer,NAME
gk,4551,4,-LRB-,O
gk,4551,5,Dark,O
gk,4551,6,-RRB-,O
gk,4552,0,1,QUANTITY
gk,4552,1,green,NAME
gk,4552,2,bell,NAME
gk,4552,3,pepper,NAME
gk,4552,4,",",O
gk,4552,5,diced,STATE
gk,4553,0,1/2,QUANTITY
gk,4553,1,cup,UNIT
gk,4553,2,packed,STATE
gk,4553,3,brown,NAME
gk,4553,4,sugar,NAME
gk,4554,0,sour,STATE
gk,4554,1,cream,NAME
gk,4555,0,coarse,O
gk,4555,1,salt,NAME
gk,4556,0,2,QUANTITY
gk,4556,1,large,SIZE
gk,4556,2,red,NAME
gk,4556,3,apples,NAME
gk,4556,4,",",O
gk,4556,5,diced,STATE
gk,4557,0,2,QUANTITY
gk,4557,1,eggs,NAME
gk,4557,2,",",O
gk,4557,3,separated,STATE
gk,4558,0,1-2,QUANTITY
gk,4558,1,large,SIZE
gk,4558,2,red,NAME
gk,4558,3,jalapeno,NAME
gk,4558,4,chiles,NAME
gk,4558,5,or,O
gk,4558,6,1-2,O
gk,4558,7,large,O
gk,4558,8,green,O
gk,4558,9,jalapeno,O
gk,4558,10,pepper,O
gk,4558,11,",",O
gk,4558,12,seeded,STATE
gk,4558,13,and,O
gk,4558,14,thinly,O
gk,4558,15,sliced,STATE
gk,4559,0,1/4,QUANTITY
gk,4559,1,cup,UNIT
gk,4559,2,dry,DF
gk,4559,3,white,NAME
gk,4559,4,wine,NAME
gk,4560,0,2,QUANTITY
gk,4560,1,yellow,NAME
gk,4560,2,bell,NAME
gk,4560,3,peppers,NAME
gk,4560,4,",",O
gk,4560,5,cut,STATE
gk,4560,6,into,O
gk,4560,7,1-inch,O
gk,4560,8,dice,O
gk,4561,0,nonstick,O
gk,4561,1,cooking,NAME
gk,4561,2,spray,NAME
gk,4562,0,3,QUANTITY
gk,4562,1,large,SIZE
gk,4562,2,avocados,NAME
gk,4562,3,",",O
gk,4562,4,diced,STATE
gk,4563,0,1/2,QUANTITY
gk,4563,1,red,NAME
gk,4563,2,onion,NAME
gk,4563,3,",",O
gk,4563,4,diced,STATE
gk,4564,0,1,QUANTITY
gk,4564,1,cup,UNIT
gk,4564,2,japanese,NAME
gk,4564,3,sesame,NAME
gk,4564,4,oil,NAME
gk,4565,0,freshly,DF
gk,4565,1,ground,STATE
gk,4565,2,coarse,O
gk,4565,3,black,NAME
gk,4565,4,pepper,NAME
gk,4566,0,crushed,STATE
gk,4566,1,ice,NAME
gk,4567,0,3/4,QUANTITY
gk,4567,1,cup,UNIT
gk,4567,2,dry,DF
gk,4567,3,red,NAME
gk,4567,4,wine,NAME
gk,4568,0,1/2,QUANTITY
gk,4568,1,cup,UNIT
gk,4568,2,dry,DF
gk,4568,3,white,NAME
gk,4568,4,wine,NAME
gk,4569,0,400,QUANTITY
gk,4569,1,g,UNIT
gk,4569,2,plain,O
gk,4569,3,white,NAME
gk,4569,4,flour,NAME
gk,4570,0,1,QUANTITY
gk,4570,1,large,SIZE
gk,4570,2,sweet,NAME
gk,4570,3,bell,NAME
gk,4570,4,pepper,NAME
gk,4570,5,",",O
gk,4570,6,seeded,STATE
gk,4570,7,and,O
gk,4570,8,diced,STATE
gk,4571,0,extra,NAME
gk,4571,1,virgin,NAME
gk,4571,2,olive,NAME
gk,4571,3,oil,NAME
gk,4571,4,-LRB-,O
gk,4571,5,for,O
gk,4571,6,serving,O
gk,4571,7,-RRB-,O
gk,4572,0,fresh,DF
gk,4572,1,ground,STATE
gk,4572,2,pepper,NAME
gk,4573,0,2-3,QUANTITY
gk,4573,1,medium,SIZE
gk,4573,2,onions,NAME
gk,4573,3,",",O
gk,4573,4,quartered,STATE
gk,4574,0,sweet,NAME
gk,4574,1,paprika,NAME
gk,4575,0,1,QUANTITY
gk,4575,1,cup,UNIT
gk,4575,2,onion,NAME
gk,4575,3,",",O
gk,4575,4,diced,STATE
gk,4576,0,2/3,QUANTITY
gk,4576,1,cup,UNIT
gk,4576,2,dry,DF
gk,4576,3,red,NAME
gk,4576,4,wine,NAME
gk,4577,0,sugar-free,O
gk,4577,1,maple,NAME
gk,4577,2,syrup,NAME
gk,4578,0,2,QUANTITY
gk,4578,1,large,SIZE
gk,4578,2,green,NAME
gk,4578,3,peppers,NAME
gk,4578,4,",",O
gk,4578,5,diced,STATE
gk,4579,0,2,QUANTITY
gk,4579,1,teaspoons,UNIT
gk,4579,2,sriracha,NAME
gk,4579,3,asian,NAME
gk,4579,4,hot,TEMP
gk,4579,5,chili,NAME
gk,4579,6,sauce,NAME
gk,4580,0,1,QUANTITY
gk,4580,1,cup,UNIT
gk,4580,2,diced,STATE
gk,4580,3,sweet,NAME
gk,4580,4,onion,NAME
gk,4581,0,1/3,QUANTITY
gk,4581,1,cup,UNIT
gk,4581,2,orange,NAME
gk,4581,3,juice,NAME
gk,4581,4,",",O
gk,4581,5,fresh,DF
gk,4582,0,1,QUANTITY
gk,4582,1,small,SIZE
gk,4582,2,onion,NAME
gk,4582,3,",",O
gk,4582,4,diced,STATE
gk,4583,0,1/2,QUANTITY
gk,4583,1,cup,UNIT
gk,4583,2,diced,STATE
gk,4583,3,green,NAME
gk,4583,4,pepper,NAME
gk,4584,0,10,QUANTITY
gk,4584,1,peppercorns,NAME
gk,4584,2,",",O
gk,4584,3,crushed,STATE
gk,4585,0,12,QUANTITY
gk,4585,1,red,NAME
gk,4585,2,potatoes,NAME
gk,4585,3,",",O
gk,4585,4,small,SIZE
gk,4586,0,red,NAME
gk,4586,1,wine,NAME
gk,4586,2,vinegar,NAME
gk,4587,0,15,QUANTITY
gk,4587,1,ml,UNIT
gk,4587,2,white,NAME
gk,4587,3,chocolate,NAME
gk,4587,4,syrup,NAME
gk,4588,0,1,QUANTITY
gk,4588,1,medium,SIZE
gk,4588,2,onion,NAME
gk,4588,3,",",O
gk,4588,4,diced,STATE
gk,4589,0,3,QUANTITY
gk,4589,1,tablespoons,UNIT
gk,4589,2,red,NAME
gk,4589,3,onions,NAME
gk,4589,4,",",O
gk,4589,5,finely,O
gk,4589,6,diced,STATE
gk,4590,0,1,QUANTITY
gk,4590,1,tablespoon,UNIT
gk,4590,2,packed,STATE
gk,4590,3,brown,NAME
gk,4590,4,sugar,NAME
gk,4591,0,1,QUANTITY
gk,4591,1,large,SIZE
gk,4591,2,red,NAME
gk,4591,3,onion,NAME
gk,4591,4,",",O
gk,4591,5,diced,STATE
gk,4592,0,1,QUANTITY
gk,4592,1,cup,UNIT
gk,4592,2,fresh,DF
gk,4592,3,parsley,NAME
gk,4592,4,leaves,NAME
gk,4592,5,",",O
gk,4592,6,lightly,O
gk,4592,7,packed,STATE
gk,4593,0,1/4,QUANTITY
gk,4593,1,cup,UNIT
gk,4593,2,diced,STATE
gk,4593,3,green,NAME
gk,4593,4,pepper,NAME
gk,4594,0,fresh,DF
gk,4594,1,ground,STATE
gk,4594,2,black,NAME
gk,4594,3,pepper,NAME
gk,4595,0,1,QUANTITY
gk,4595,1,large,SIZE
gk,4595,2,avocado,NAME
gk,4595,3,",",O
gk,4595,4,diced,STATE
gk,4596,0,1/2,QUANTITY
gk,4596,1,cup,UNIT
gk,4596,2,onion,NAME
gk,4596,3,",",O
gk,4596,4,diced,STATE
gk,4597,0,3/4,QUANTITY
gk,4597,1,cup,UNIT
gk,4597,2,fat,STATE
gk,4597,3,free,STATE
gk,4597,4,Greek,NAME
gk,4597,5,yogurt,NAME
gk,4598,0,fresh,DF
gk,4598,1,coarse,O
gk,4598,2,ground,STATE
gk,4598,3,black,NAME
gk,4598,4,pepper,NAME
gk,4599,0,black,NAME
gk,4599,1,pepper,NAME
gk,4600,0,1/2,QUANTITY
gk,4600,1,red,NAME
gk,4600,2,onion,NAME
gk,4600,3,",",O
gk,4600,4,finely,O
gk,4600,5,diced,STATE
gk,4601,0,celery,NAME
gk,4601,1,",",O
gk,4601,2,diced,STATE
gk,4602,0,1,QUANTITY
gk,4602,1,tablespoon,UNIT
gk,4602,2,soft,NAME
gk,4602,3,brown,NAME
gk,4602,4,sugar,NAME
gk,4603,0,1,QUANTITY
gk,4603,1,package,UNIT
gk,4603,2,large,SIZE
gk,4603,3,ready-to-bake,O
gk,4603,4,refrigerated,TEMP
gk,4603,5,buttermilk,NAME
gk,4603,6,flaky,NAME
gk,4603,7,biscuits,NAME
gk,4604,0,powdered,STATE
gk,4604,1,sugar,NAME
gk,4605,0,2,QUANTITY
gk,4605,1,tablespoons,UNIT
gk,4605,2,coconut,NAME
gk,4605,3,",",O
gk,4605,4,grated,STATE
gk,4605,5,-LRB-,O
gk,4605,6,dessicated,O
gk,4605,7,-RRB-,O
gk,4606,0,1,QUANTITY
gk,4606,1,cup,UNIT
gk,4606,2,part-skim,STATE
gk,4606,3,ricotta,NAME
gk,4606,4,cheese,NAME
gk,4607,0,1,QUANTITY
gk,4607,1,package,UNIT
gk,4607,2,active,NAME
gk,4607,3,dry,DF
gk,4607,4,yeast,NAME
gk,4608,0,fresh,DF
gk,4608,1,lemon,NAME
gk,4608,2,juice,NAME
gk,4609,0,4,QUANTITY
gk,4609,1,ounces,UNIT
gk,4609,2,diced,STATE
gk,4609,3,green,NAME
gk,4609,4,chilies,NAME
gk,4609,5,",",O
gk,4609,6,canned,STATE
gk,4609,7,",",O
gk,4609,8,diced,STATE
gk,4610,0,1,QUANTITY
gk,4610,1,cup,UNIT
gk,4610,2,dry,DF
gk,4610,3,white,NAME
gk,4610,4,wine,NAME
gk,4611,0,1/2,QUANTITY
gk,4611,1,cup,UNIT
gk,4611,2,sweet,NAME
gk,4611,3,onion,NAME
gk,4611,4,",",O
gk,4611,5,Sliced,STATE
gk,4611,6,Thinly,O
gk,4612,0,1,QUANTITY
gk,4612,1,medium,SIZE
gk,4612,2,green,NAME
gk,4612,3,bell,NAME
gk,4612,4,pepper,NAME
gk,4612,5,",",O
gk,4612,6,seeded,STATE
gk,4612,7,and,O
gk,4612,8,diced,STATE
gk,4613,0,extra,NAME
gk,4613,1,virgin,NAME
gk,4613,2,olive,NAME
gk,4613,3,oil,NAME
gk,4614,0,4,QUANTITY
gk,4614,1,large,SIZE
gk,4614,2,green,NAME
gk,4614,3,olives,NAME
gk,4614,4,",",O
gk,4614,5,garlic,NAME
gk,4614,6,stuffed,O
gk,4614,7,and,O
gk,4614,8,diced,STATE
gk,4614,9,-LRB-,O
gk,4614,10,we,O
gk,4614,11,like,O
gk,4614,12,Mezzetta,O
gk,4614,13,-RRB-,O
gk,4615,0,1/4,QUANTITY
gk,4615,1,cup,UNIT
gk,4615,2,diced,STATE
gk,4615,3,white,NAME
gk,4615,4,onion,NAME
gk,4616,0,1/3,QUANTITY
gk,4616,1,cup,UNIT
gk,4616,2,low-fat,STATE
gk,4616,3,sour,STATE
gk,4616,4,cream,NAME
gk,4617,0,1,QUANTITY
gk,4617,1,lb,UNIT
gk,4617,2,short,SIZE
gk,4617,3,curly,NAME
gk,4617,4,pasta,NAME
gk,4617,5,",",O
gk,4617,6,such,O
gk,4617,7,as,O
gk,4617,8,campanelle,O
gk,4618,0,1,QUANTITY
gk,4618,1,small,SIZE
gk,4618,2,sweet,NAME
gk,4618,3,onion,NAME
gk,4618,4,",",O
gk,4618,5,diced,STATE
gk,4619,0,2,QUANTITY
gk,4619,1,chilies,O
gk,4619,2,",",O
gk,4619,3,deseeded,STATE
gk,4619,4,and,O
gk,4619,5,diced,STATE
gk,4620,0,1/2,QUANTITY
gk,4620,1,cup,UNIT
gk,4620,2,nonfat,STATE
gk,4620,3,plain,O
gk,4620,4,yogurt,NAME
gk,4621,0,3,QUANTITY
gk,4621,1,tablespoons,UNIT
gk,4621,2,low,STATE
gk,4621,3,fat,STATE
gk,4621,4,natural,O
gk,4621,5,yogurt,NAME
gk,4622,0,1,QUANTITY
gk,4622,1,minced,STATE
gk,4622,2,small,SIZE
gk,4622,3,onion,NAME
gk,4623,0,ground,STATE
gk,4623,1,black,NAME
gk,4623,2,pepper,NAME
gk,4624,0,1/2,QUANTITY
gk,4624,1,cup,UNIT
gk,4624,2,yellow,NAME
gk,4624,3,onion,NAME
gk,4624,4,",",O
gk,4624,5,diced,STATE
gk,4625,0,sour,STATE
gk,4625,1,cream,NAME
gk,4625,2,-LRB-,O
gk,4625,3,optional,O
gk,4625,4,-RRB-,O
gk,4626,0,fresh,DF
gk,4626,1,pepper,NAME
gk,4627,0,7,QUANTITY
gk,4627,1,g,UNIT
gk,4627,2,dry,DF
gk,4627,3,active,NAME
gk,4627,4,yeast,NAME
gk,4628,0,2,QUANTITY
gk,4628,1,tablespoons,UNIT
gk,4628,2,jalapeno,NAME
gk,4628,3,peppers,NAME
gk,4628,4,",",O
gk,4628,5,minced,STATE
gk,4628,6,fresh,DF
gk,4628,7,-LRB-,O
gk,4628,8,about,O
gk,4628,9,1,O
gk,4628,10,large,O
gk,4628,11,-RRB-,O
gk,4629,0,1,QUANTITY
gk,4629,1,small,SIZE
gk,4629,2,cluster,UNIT
gk,4629,3,red,NAME
gk,4629,4,seedless,STATE
gk,4629,5,grapes,NAME
gk,4629,6,-LRB-,O
gk,4629,7,per,O
gk,4629,8,person,O
gk,4629,9,-RRB-,O
gk,4630,0,1,QUANTITY
gk,4630,1,red,NAME
gk,4630,2,pepper,NAME
gk,4630,3,",",O
gk,4630,4,cored,STATE
gk,4630,5,",",O
gk,4630,6,seeded,STATE
gk,4630,7,and,O
gk,4630,8,diced,STATE
gk,4631,0,coarse,O
gk,4631,1,sea,NAME
gk,4631,2,salt,NAME
gk,4632,0,3,QUANTITY
gk,4632,1,leeks,NAME
gk,4632,2,",",O
gk,4632,3,white,NAME
gk,4632,4,part,O
gk,4632,5,",",O
gk,4632,6,cut,STATE
gk,4632,7,into,O
gk,4632,8,1-inch,O
gk,4632,9,pieces,O
gk,4633,0,15,QUANTITY
gk,4633,1,ounces,UNIT
gk,4633,2,Rotel,NAME
gk,4633,3,Tomatoes,NAME
gk,4633,4,",",O
gk,4633,5,extra,NAME
gk,4633,6,hot,TEMP
gk,4633,7,preferred,O
gk,4634,0,1/4,QUANTITY
gk,4634,1,small,SIZE
gk,4634,2,yellow,NAME
gk,4634,3,sweet,NAME
gk,4634,4,pepper,NAME
gk,4635,0,1/4,QUANTITY
gk,4635,1,cup,UNIT
gk,4635,2,nonfat,STATE
gk,4635,3,sour,STATE
gk,4635,4,cream,NAME
gk,4636,0,1,QUANTITY
gk,4636,1,cup,UNIT
gk,4636,2,fresh,DF
gk,4636,3,flat,O
gk,4636,4,leaf,NAME
gk,4636,5,parsley,NAME
gk,4636,6,-LRB-,O
gk,4636,7,firmly,O
gk,4636,8,packed,O
gk,4636,9,-RRB-,O
gk,4637,0,1,QUANTITY
gk,4637,1,teaspoon,UNIT
gk,4637,2,fresh,DF
gk,4637,3,ground,STATE
gk,4637,4,black,NAME
gk,4637,5,pepper,NAME
gk,4637,6,",",O
gk,4637,7,plus,O
gk,4637,8,additional,O
gk,4638,0,1/2,QUANTITY
gk,4638,1,lb,UNIT
gk,4638,2,part-skim,STATE
gk,4638,3,ricotta,NAME
gk,4638,4,cheese,NAME
gk,4639,0,1,QUANTITY
gk,4639,1,sweet,NAME
gk,4639,2,onion,NAME
gk,4639,3,",",O
gk,4639,4,diced,STATE
gk,4639,5,small,SIZE
gk,4640,0,1,QUANTITY
gk,4640,1,pinch,UNIT
gk,4640,2,coarse,O
gk,4640,3,black,NAME
gk,4640,4,pepper,NAME
gk,4641,0,1/4,QUANTITY
gk,4641,1,cup,UNIT
gk,4641,2,diced,STATE
gk,4641,3,sun-dried,STATE
gk,4641,4,tomato,NAME
gk,4642,0,additional,O
gk,4642,1,snipped,O
gk,4642,2,fresh,DF
gk,4642,3,parsley,NAME
gk,4643,0,3,QUANTITY
gk,4643,1,scallions,NAME
gk,4643,2,",",O
gk,4643,3,white,NAME
gk,4643,4,and,O
gk,4643,5,light,DF
gk,4643,6,green,NAME
gk,4643,7,part,O
gk,4643,8,only,O
gk,4643,9,",",O
gk,4643,10,sliced,STATE
gk,4643,11,thin,O
gk,4644,0,five-spice,NAME
gk,4644,1,powder,NAME
gk,4645,0,1/4,QUANTITY
gk,4645,1,cup,UNIT
gk,4645,2,fresh,DF
gk,4645,3,minced,STATE
gk,4645,4,parsley,NAME
gk,4646,0,1,QUANTITY
gk,4646,1,green,NAME
gk,4646,2,pepper,NAME
gk,4646,3,",",O
gk,4646,4,diced,STATE
gk,4647,0,2,QUANTITY
gk,4647,1,tablespoons,UNIT
gk,4647,2,sesame,NAME
gk,4647,3,seeds,NAME
gk,4647,4,",",O
gk,4647,5,raw,STATE
gk,4647,6,unsalted,STATE
gk,4648,0,4,QUANTITY
gk,4648,1,ready-to-bake,O
gk,4648,2,refrigerated,TEMP
gk,4648,3,buttermilk,NAME
gk,4648,4,flaky,NAME
gk,4648,5,biscuits,NAME
gk,4649,0,1/2,QUANTITY
gk,4649,1,cup,UNIT
gk,4649,2,uncooked,STATE
gk,4649,3,wild,O
gk,4649,4,rice,NAME
gk,4650,0,extra,NAME
gk,4650,1,virgin,NAME
gk,4650,2,olive,NAME
gk,4650,3,oil,NAME
gk,4650,4,-LRB-,O
gk,4650,5,to,O
gk,4650,6,cover,O
gk,4650,7,skillet,O
gk,4650,8,-RRB-,O
gk,4651,0,olive,NAME
gk,4651,1,oil,NAME
gk,4652,0,italian,NAME
gk,4652,1,seasoning,NAME
gk,4653,0,heavy,NAME
gk,4653,1,cream,NAME
gk,4654,0,1/2,QUANTITY
gk,4654,1,cup,UNIT
gk,4654,2,canned,STATE
gk,4654,3,tomato,NAME
gk,4654,4,",",O
gk,4654,5,diced,STATE
gk,4655,0,1,QUANTITY
gk,4655,1,long,O
gk,4655,2,green,NAME
gk,4655,3,chili,NAME
gk,4656,0,quartered,STATE
gk,4656,1,lime,NAME
